"long","lat","group","order","region","subregion"
-85.0670394897461,32.6070289611816,1,120,"Alabama",
-85.0498580932617,32.5554618835449,1,121,"Alabama",
-85.0097503662109,32.5268173217773,1,122,"Alabama",
-84.9868316650391,32.4981651306152,1,123,"Alabama",
-84.992561340332,32.4695167541504,1,124,"Alabama",
-84.9753723144531,32.4236831665039,1,125,"Alabama",
-84.9810943603516,32.3778457641602,1,126,"Alabama",
-85.004020690918,32.3377380371094,1,127,"Alabama",
-84.9753723144531,32.3090896606445,1,128,"Alabama",
-84.9238052368164,32.2804412841797,1,129,"Alabama",
-84.9008865356445,32.2517929077148,1,130,"Alabama",
-84.9295349121094,32.2346076965332,1,131,"Alabama",
-84.9524536132812,32.228874206543,1,132,"Alabama",
-84.9696426391602,32.2002258300781,1,133,"Alabama",
-84.992561340332,32.1830368041992,1,134,"Alabama",
-85.0498580932617,32.1601181030273,1,135,"Alabama",
-85.0613098144531,32.1200141906738,1,136,"Alabama",
-85.0613098144531,32.1028251647949,1,137,"Alabama",
-85.0613098144531,32.085636138916,1,138,"Alabama",
-85.0613098144531,32.0627174377441,1,139,"Alabama",
-85.0613098144531,32.0283432006836,1,140,"Alabama",
-85.0613098144531,31.9939613342285,1,141,"Alabama",
-85.0785064697266,31.9595851898193,1,142,"Alabama",
-85.1071472167969,31.9366664886475,1,143,"Alabama",
-85.1415252685547,31.8679141998291,1,144,"Alabama",
-85.1358032226562,31.7876968383789,1,145,"Alabama",
-85.1358032226562,31.7762393951416,1,146,"Alabama",
-85.1300735473633,31.7304019927979,1,147,"Alabama",
-85.1186065673828,31.6845645904541,1,148,"Alabama",
-85.0785064697266,31.6158123016357,1,149,"Alabama",
-85.0613098144531,31.5585174560547,1,150,"Alabama",
-85.0613098144531,31.5241374969482,1,151,"Alabama",
-85.0842361450195,31.4783000946045,1,152,"Alabama",
-85.0842361450195,31.4439239501953,1,153,"Alabama",
-85.0956954956055,31.4095478057861,1,154,"Alabama",
-85.0956954956055,31.3407917022705,1,155,"Alabama",
-85.1014175415039,31.3006839752197,1,156,"Alabama",
-85.1243438720703,31.2834949493408,1,157,"Alabama",
-85.1243438720703,31.254846572876,1,158,"Alabama",
-85.1128768920898,31.1918201446533,1,159,"Alabama",
-85.1128768920898,31.174633026123,1,160,"Alabama",
-85.0899658203125,31.1402568817139,1,161,"Alabama",
-85.0441284179688,31.1116065979004,1,162,"Alabama",
-85.0383987426758,31.0944194793701,1,163,"Alabama",
-85.0326690673828,31.0772304534912,1,164,"Alabama",
-85.0326690673828,31.0371246337891,1,165,"Alabama",
-85.0154800415039,31.0027484893799,1,166,"Alabama",
-85.0154800415039,30.9970169067383,1,167,"Alabama",
-85.4967651367188,31.0084743499756,1,168,"Alabama",
-85.5196762084961,31.0084743499756,1,169,"Alabama",
-86.0467987060547,31.0084743499756,1,170,"Alabama",
-86.2014999389648,31.0084743499756,1,171,"Alabama",
-86.3905715942383,31.0084743499756,1,172,"Alabama",
-86.705696105957,31.0084743499756,1,173,"Alabama",
-86.7973709106445,31.0084743499756,1,174,"Alabama",
-87.1812591552734,31.0084743499756,1,175,"Alabama",
-87.6052474975586,31.0084743499756,1,176,"Alabama",
-87.6052474975586,30.9569110870361,1,177,"Alabama",
-87.610969543457,30.9339923858643,1,178,"Alabama",
-87.6338958740234,30.8996162414551,1,179,"Alabama",
-87.6396255493164,30.8766975402832,1,180,"Alabama",
-87.6338958740234,30.8595085144043,1,181,"Alabama",
-87.610969543457,30.8423175811768,1,182,"Alabama",
-87.5479507446289,30.7735633850098,1,183,"Alabama",
-87.4906539916992,30.721996307373,1,184,"Alabama",
-87.4620056152344,30.7105388641357,1,185,"Alabama",
-87.4505462646484,30.6990776062012,1,186,"Alabama",
-87.4218978881836,30.6761589050293,1,187,"Alabama",
-87.4104385375977,30.6475124359131,1,188,"Alabama",
-87.4104385375977,30.6188640594482,1,189,"Alabama",
-87.4333572387695,30.5844879150391,1,190,"Alabama",
-87.4620056152344,30.5443801879883,1,191,"Alabama",
-87.4677352905273,30.527193069458,1,192,"Alabama",
-87.4620056152344,30.5100040435791,1,193,"Alabama",
-87.44482421875,30.4928131103516,1,194,"Alabama",
-87.3989868164062,30.4584369659424,1,195,"Alabama",
-87.3932571411133,30.4469795227051,1,196,"Alabama",
-87.4047164916992,30.4297866821289,1,197,"Alabama",
-87.4218978881836,30.4297866821289,1,198,"Alabama",
-87.439094543457,30.4240608215332,1,199,"Alabama",
-87.439094543457,30.4183292388916,1,200,"Alabama",
-87.4505462646484,30.4011421203613,1,201,"Alabama",
-87.4620056152344,30.3896808624268,1,202,"Alabama",
-114.637390136719,35.0191802978516,2,204,"Arizona",
-114.643127441406,35.1051216125488,2,205,"Arizona",
-114.603019714355,35.1223106384277,2,206,"Arizona",
-114.574363708496,35.1796112060547,2,207,"Arizona",
-114.585830688477,35.2369041442871,2,208,"Arizona",
-114.597282409668,35.2827415466309,2,209,"Arizona",
-114.608741760254,35.3572273254395,2,210,"Arizona",
-114.625938415527,35.4087905883789,2,211,"Arizona",
-114.666046142578,35.4546279907227,2,212,"Arizona",
-114.660308837891,35.5004653930664,2,213,"Arizona",
-114.666046142578,35.5405731201172,2,214,"Arizona",
-114.671775817871,35.6093292236328,2,215,"Arizona",
-114.683235168457,35.6666221618652,2,216,"Arizona",
-114.700416564941,35.712459564209,2,217,"Arizona",
-114.700416564941,35.7926750183105,2,218,"Arizona",
-114.688957214355,35.8843460083008,2,219,"Arizona",
-114.711875915527,35.9129943847656,2,220,"Arizona",
-114.734802246094,35.9588317871094,2,221,"Arizona",
-114.734802246094,36.0161285400391,2,222,"Arizona",
-114.757713317871,36.0619659423828,2,223,"Arizona",
-114.734802246094,36.1078033447266,2,224,"Arizona",
-114.700416564941,36.1192588806152,2,225,"Arizona",
-114.643127441406,36.1421775817871,2,226,"Arizona",
-114.557182312012,36.153636932373,2,227,"Arizona",
-114.488426208496,36.1364479064941,2,228,"Arizona",
-114.396751403809,36.1364479064941,2,229,"Arizona",
-114.327995300293,36.1135292053223,2,230,"Arizona",
-114.310813903809,36.0447769165039,2,231,"Arizona",
-114.264976501465,36.0275840759277,2,232,"Arizona",
-114.201942443848,36.021858215332,2,233,"Arizona",
-114.13892364502,36.0390472412109,2,234,"Arizona",
-114.116004943848,36.0963401794434,2,235,"Arizona",
-114.08162689209,36.1364479064941,2,236,"Arizona",
-114.052978515625,36.2109336853027,2,237,"Arizona",
-114.047248840332,36.8411865234375,2,238,"Arizona",
-114.041519165039,36.9958839416504,2,239,"Arizona",
-113.823799133301,36.9958839416504,2,240,"Arizona",
-113.537322998047,37.0016136169434,2,241,"Arizona",
-113.279487609863,37.0016136169434,2,242,"Arizona",
-113.004470825195,37.0016136169434,2,243,"Arizona",
-112.907066345215,36.9958839416504,2,244,"Arizona",
-112.729446411133,37.0016136169434,2,245,"Arizona",
-112.540374755859,36.9958839416504,2,246,"Arizona",
-112.414321899414,36.9958839416504,2,247,"Arizona",
-112.208053588867,36.9958839416504,2,248,"Arizona",
-111.950225830078,37.0016136169434,2,249,"Arizona",
-111.686668395996,37.0016136169434,2,250,"Arizona",
-111.411643981934,37.0016136169434,2,251,"Arizona",
-111.319969177246,37.0016136169434,2,252,"Arizona",
-111.25121307373,36.9958839416504,2,253,"Arizona",
-111.125160217285,36.9958839416504,2,254,"Arizona",
-110.844413757324,37.0016136169434,2,255,"Arizona",
-110.75846862793,36.9958839416504,2,256,"Arizona",
-110.683990478516,36.9958839416504,2,257,"Arizona",
-110.546478271484,36.9958839416504,2,258,"Arizona",
-110.30583190918,37.0016136169434,2,259,"Arizona",
-110.088104248047,37.0016136169434,2,260,"Arizona",
-110.00789642334,37.0016136169434,2,261,"Arizona",
-109.933410644531,36.9958839416504,2,262,"Arizona",
-109.715682983398,36.9958839416504,2,263,"Arizona",
-109.41202545166,36.9958839416504,2,264,"Arizona",
-109.148460388184,36.9958839416504,2,265,"Arizona",
-109.039596557617,36.9958839416504,2,266,"Arizona",
-109.04532623291,35.9989395141602,2,267,"Arizona",
-109.051063537598,34.9504280090332,2,268,"Arizona",
-109.051063537598,34.5722732543945,2,269,"Arizona",
-109.056785583496,33.7758636474609,2,270,"Arizona",
-109.051063537598,33.2029037475586,2,271,"Arizona",
-109.056785583496,32.7789154052734,2,272,"Arizona",
-109.056785583496,32.4236831665039,2,273,"Arizona",
-109.056785583496,31.3522510528564,2,274,"Arizona",
-109.234405517578,31.3522510528564,2,275,"Arizona",
-109.624015808105,31.3465213775635,2,276,"Arizona",
-109.996437072754,31.3522510528564,2,277,"Arizona",
-110.351669311523,31.3522510528564,2,278,"Arizona",
-110.477722167969,31.3522510528564,2,279,"Arizona",
-110.632415771484,31.3522510528564,2,280,"Arizona",
-110.987655639648,31.3465213775635,2,281,"Arizona",
-111.119430541992,31.3579788208008,2,282,"Arizona",
-111.297050476074,31.4152774810791,2,283,"Arizona",
-111.388725280762,31.4439239501953,2,284,"Arizona",
-111.629364013672,31.5184097290039,2,285,"Arizona",
-112.036163330078,31.6501884460449,2,286,"Arizona",
-112.32837677002,31.7418632507324,2,287,"Arizona",
-112.66641998291,31.8392658233643,2,288,"Arizona",
-112.929977416992,31.9252090454102,2,289,"Arizona",
-113.187812805176,32.0054244995117,2,290,"Arizona",
-113.348236083984,32.0569877624512,2,291,"Arizona",
-113.468559265137,32.097095489502,2,292,"Arizona",
-113.743583679199,32.1887702941895,2,293,"Arizona",
-114.035797119141,32.2747116088867,2,294,"Arizona",
-114.316543579102,32.3606567382812,2,295,"Arizona",
-114.700416564941,32.4809799194336,2,296,"Arizona",
-114.809280395508,32.5153541564941,2,297,"Arizona",
-114.797813415527,32.5783805847168,2,298,"Arizona",
-114.769172668457,32.6700553894043,2,299,"Arizona",
-114.734802246094,32.733081817627,2,300,"Arizona",
-114.688957214355,32.7445373535156,2,301,"Arizona",
-114.654586791992,32.7388076782227,2,302,"Arizona",
-114.59156036377,32.7388076782227,2,303,"Arizona",
-114.551452636719,32.7617263793945,2,304,"Arizona",
-114.522804260254,32.8247528076172,2,305,"Arizona",
-114.47696685791,32.8763198852539,2,306,"Arizona",
-114.47696685791,32.9336166381836,2,307,"Arizona",
-114.482696533203,32.996639251709,2,308,"Arizona",
-114.539993286133,33.0424728393555,2,309,"Arizona",
-114.660308837891,33.0539360046387,2,310,"Arizona",
-114.700416564941,33.0825843811035,2,311,"Arizona",
-114.711875915527,33.134147644043,2,312,"Arizona",
-114.688957214355,33.2659301757812,2,313,"Arizona",
-114.740524291992,33.3117637634277,2,314,"Arizona",
-114.71760559082,33.3576011657715,2,315,"Arizona",
-114.729064941406,33.4034385681152,2,316,"Arizona",
-114.688957214355,33.4320907592773,2,317,"Arizona",
-114.648849487305,33.455005645752,2,318,"Arizona",
-114.637390136719,33.4836540222168,2,319,"Arizona",
-114.608741760254,33.5008430480957,2,320,"Arizona",
-114.62020111084,33.5294914245605,2,321,"Arizona",
-114.568641662598,33.5466804504395,2,322,"Arizona",
-114.557182312012,33.5753288269043,2,323,"Arizona",
-114.528533935547,33.6326217651367,2,324,"Arizona",
-114.539993286133,33.6956481933594,2,325,"Arizona",
-114.522804260254,33.7300262451172,2,326,"Arizona",
-114.539993286133,33.7815933227539,2,327,"Arizona",
-114.539993286133,33.9248313903809,2,328,"Arizona",
-114.517074584961,33.9649391174316,2,329,"Arizona",
-114.454048156738,33.9993171691895,2,330,"Arizona",
-114.471237182617,34.0165023803711,2,331,"Arizona",
-114.448318481445,34.039421081543,2,332,"Arizona",
-114.41967010498,34.0795288085938,2,333,"Arizona",
-114.396751403809,34.1139068603516,2,334,"Arizona",
-114.299346923828,34.1540107727051,2,335,"Arizona",
-114.230598449707,34.1998481750488,2,336,"Arizona",
-114.190490722656,34.2456855773926,2,337,"Arizona",
-114.133193969727,34.2628746032715,2,338,"Arizona",
-114.13892364502,34.2972526550293,2,339,"Arizona",
-114.16756439209,34.3373603820801,2,340,"Arizona",
-114.287887573242,34.4233016967773,2,341,"Arizona",
-114.373832702637,34.4691390991211,2,342,"Arizona",
-114.402488708496,34.5894622802734,2,343,"Arizona",
-114.41967010498,34.6123809814453,2,344,"Arizona",
-114.448318481445,34.7097816467285,2,345,"Arizona",
-114.574363708496,34.807186126709,2,346,"Arizona",
-114.551452636719,34.8358345031738,2,347,"Arizona",
-114.545722961426,34.8472938537598,2,348,"Arizona",
-114.568641662598,34.8644828796387,2,349,"Arizona",
-114.608741760254,34.8874015808105,2,350,"Arizona",
-114.63166809082,34.9618835449219,2,351,"Arizona",
-114.637390136719,35.0191802978516,2,352,"Arizona",
-94.051025390625,33.0367469787598,3,354,"Arkansas",
-94.051025390625,33.3003082275391,3,355,"Arkansas",
-94.056755065918,33.5753288269043,3,356,"Arkansas",
-94.0796661376953,33.586784362793,3,357,"Arkansas",
-94.0911254882812,33.5982437133789,3,358,"Arkansas",
-94.1197738647461,33.5925178527832,3,359,"Arkansas",
-94.1484298706055,33.586784362793,3,360,"Arkansas",
-94.1541595458984,33.586784362793,3,361,"Arkansas",
-94.1885375976562,33.6097030639648,3,362,"Arkansas",
-94.2057189941406,33.6154365539551,3,363,"Arkansas",
-94.2229080200195,33.6097030639648,3,364,"Arkansas",
-94.2286376953125,33.5982437133789,3,365,"Arkansas",
-94.2400970458984,33.5753288269043,3,366,"Arkansas",
-94.2630157470703,33.586784362793,3,367,"Arkansas",
-94.2802047729492,33.586784362793,3,368,"Arkansas",
-94.2973937988281,33.5753288269043,3,369,"Arkansas",
-94.3088531494141,33.5695991516113,3,370,"Arkansas",
-94.3661499023438,33.5753288269043,3,371,"Arkansas",
-94.4005279541016,33.5695991516113,3,372,"Arkansas",
-94.40625,33.5753288269043,3,373,"Arkansas",
-94.4234466552734,33.5982437133789,3,374,"Arkansas",
-94.4520874023438,33.5982437133789,3,375,"Arkansas",
-94.4635543823242,33.6154365539551,3,376,"Arkansas",
-94.4750137329102,33.6326217651367,3,377,"Arkansas",
-94.4807434082031,33.6555404663086,3,378,"Arkansas",
-94.4979248046875,33.6669998168945,3,379,"Arkansas",
-94.4921951293945,33.6784591674805,3,380,"Arkansas",
-94.4921951293945,33.9649391174316,3,381,"Arkansas",
-94.4864654541016,34.211311340332,3,382,"Arkansas",
-94.4807434082031,34.5321655273438,3,383,"Arkansas",
-94.4692840576172,34.7498931884766,3,384,"Arkansas",
-94.4578247070312,34.9848022460938,3,385,"Arkansas",
-94.4406356811523,35.397331237793,3,386,"Arkansas",
-94.4463577270508,35.4431686401367,3,387,"Arkansas",
-94.4807434082031,35.6551666259766,3,388,"Arkansas",
-94.503662109375,35.7640266418457,3,389,"Arkansas",
-94.5609588623047,36.1135292053223,3,390,"Arkansas",
-94.5724105834961,36.1765556335449,3,391,"Arkansas",
-94.6239776611328,36.5088691711426,3,392,"Arkansas",
-94.0853958129883,36.5031394958496,3,393,"Arkansas",
-94.0796661376953,36.4974136352539,3,394,"Arkansas",
-93.8905944824219,36.5031394958496,3,395,"Arkansas",
-93.873405456543,36.4974136352539,3,396,"Arkansas",
-93.598388671875,36.5031394958496,3,397,"Arkansas",
-93.5926513671875,36.4974136352539,3,398,"Arkansas",
-93.3348236083984,36.5031394958496,3,399,"Arkansas",
-93.3233642578125,36.4974136352539,3,400,"Arkansas",
-93.3061752319336,36.5031394958496,3,401,"Arkansas",
-93.3004455566406,36.4974136352539,3,402,"Arkansas",
-92.8478088378906,36.5031394958496,3,403,"Arkansas",
-92.8420791625977,36.5031394958496,3,404,"Arkansas",
-92.773323059082,36.5031394958496,3,405,"Arkansas",
-92.7675933837891,36.5031394958496,3,406,"Arkansas",
-92.5498733520508,36.5031394958496,3,407,"Arkansas",
-92.1602630615234,36.4974136352539,3,408,"Arkansas",
-92.1316146850586,36.4974136352539,3,409,"Arkansas",
-91.6732482910156,36.5031394958496,3,410,"Arkansas",
-91.4669799804688,36.4974136352539,3,411,"Arkansas",
-91.4612503051758,36.4974136352539,3,412,"Arkansas",
-91.421142578125,36.4974136352539,3,413,"Arkansas",
-91.415412902832,36.5031394958496,3,414,"Arkansas",
-91.146125793457,36.5031394958496,3,415,"Arkansas",
-90.7908935546875,36.5031394958496,3,416,"Arkansas",
-90.5731735229492,36.5088691711426,3,417,"Arkansas",
-90.2236633300781,36.5088691711426,3,418,"Arkansas",
-90.1720962524414,36.5031394958496,3,419,"Arkansas",
-90.1377182006836,36.474494934082,3,420,"Arkansas",
-90.1262588500977,36.4057388305664,3,421,"Arkansas",
-90.1033401489258,36.4000091552734,3,422,"Arkansas",
-90.0689697265625,36.3885498046875,3,423,"Arkansas",
-90.0689697265625,36.3484420776367,3,424,"Arkansas",
-90.0918807983398,36.2854156494141,3,425,"Arkansas",
-90.1205368041992,36.2739562988281,3,426,"Arkansas",
-90.1377182006836,36.2166595458984,3,427,"Arkansas",
-90.1892852783203,36.1994743347168,3,428,"Arkansas",
-90.1892852783203,36.1765556335449,3,429,"Arkansas",
-90.2637710571289,36.1307182312012,3,430,"Arkansas",
-90.3783645629883,36.0046691894531,3,431,"Arkansas",
-90.3840942382812,36.0046691894531,3,432,"Arkansas",
-90.2981491088867,35.9989395141602,3,433,"Arkansas",
-89.971565246582,35.9989395141602,3,434,"Arkansas",
-89.9658279418945,36.0046691894531,3,435,"Arkansas",
-89.7939453125,36.0046691894531,3,436,"Arkansas",
-89.7538375854492,36.0046691894531,3,437,"Arkansas",
-89.7194595336914,36.0046691894531,3,438,"Arkansas",
-89.7137298583984,35.987476348877,3,439,"Arkansas",
-89.6850814819336,35.9702911376953,3,440,"Arkansas",
-89.6564407348633,35.9473724365234,3,441,"Arkansas",
-89.6507034301758,35.9244537353516,3,442,"Arkansas",
-89.6621704101562,35.9129943847656,3,443,"Arkansas",
-89.7080078125,35.9072647094727,3,444,"Arkansas",
-89.7366485595703,35.901538848877,3,445,"Arkansas",
-89.7366485595703,35.8786201477051,3,446,"Arkansas",
-89.7309188842773,35.8557014465332,3,447,"Arkansas",
-89.7309188842773,35.8327827453613,3,448,"Arkansas",
-89.7423782348633,35.8213195800781,3,449,"Arkansas",
-89.7824859619141,35.8041305541992,3,450,"Arkansas",
-89.799674987793,35.7926750183105,3,451,"Arkansas",
-89.799674987793,35.7754859924316,3,452,"Arkansas",
-89.8283233642578,35.7640266418457,3,453,"Arkansas",
-89.9085388183594,35.7468376159668,3,454,"Arkansas",
-89.9371871948242,35.7353782653809,3,455,"Arkansas",
-89.9429168701172,35.706729888916,3,456,"Arkansas",
-89.9371871948242,35.6895408630371,3,457,"Arkansas",
-89.9142684936523,35.6666221618652,3,458,"Arkansas",
-89.8741607666016,35.6666221618652,3,459,"Arkansas",
-89.8627014160156,35.6551666259766,3,460,"Arkansas",
-89.8684310913086,35.6437034606934,3,461,"Arkansas",
-89.8970794677734,35.5978660583496,3,462,"Arkansas",
-89.9028091430664,35.5749473571777,3,463,"Arkansas",
-89.9085388183594,35.5520324707031,3,464,"Arkansas",
-89.9085388183594,35.534839630127,3,465,"Arkansas",
-89.9142684936523,35.5233840942383,3,466,"Arkansas",
-89.9600982666016,35.5176544189453,3,467,"Arkansas",
-89.983024597168,35.5176544189453,3,468,"Arkansas",
-89.9944839477539,35.4947357177734,3,469,"Arkansas",
-90.0116653442383,35.4374389648438,3,470,"Arkansas",
-90.0288619995117,35.4202499389648,3,471,"Arkansas",
-90.0460433959961,35.4087905883789,3,472,"Arkansas",
-90.0689697265625,35.4145202636719,3,473,"Arkansas",
-90.0804214477539,35.4259834289551,3,474,"Arkansas",
-90.0861511230469,35.4718170166016,3,475,"Arkansas",
-90.0976104736328,35.4775466918945,3,476,"Arkansas",
-90.1205368041992,35.4718170166016,3,477,"Arkansas",
-90.1262588500977,35.448902130127,3,478,"Arkansas",
-90.1377182006836,35.4374389648438,3,479,"Arkansas",
-90.16064453125,35.4259834289551,3,480,"Arkansas",
-90.1835556030273,35.4145202636719,3,481,"Arkansas",
-90.1892852783203,35.397331237793,3,482,"Arkansas",
-90.1892852783203,35.3858757019043,3,483,"Arkansas",
-90.1663665771484,35.3686828613281,3,484,"Arkansas",
-90.1491775512695,35.3686828613281,3,485,"Arkansas",
-90.1090774536133,35.397331237793,3,486,"Arkansas",
-90.1033401489258,35.3686828613281,3,487,"Arkansas",
-90.0918807983398,35.3629570007324,3,488,"Arkansas",
-90.0976104736328,35.3457679748535,3,489,"Arkansas",
-90.0976104736328,35.3056564331055,3,490,"Arkansas",
-90.0861511230469,35.254093170166,3,491,"Arkansas",
-90.0689697265625,35.2197151184082,3,492,"Arkansas",
-90.057502746582,35.1967964172363,3,493,"Arkansas",
-90.0689697265625,35.1796112060547,3,494,"Arkansas",
-90.0746994018555,35.1624183654785,3,495,"Arkansas",
-90.0632400512695,35.1395034790039,3,496,"Arkansas",
-90.0861511230469,35.1108551025391,3,497,"Arkansas",
-90.1033401489258,35.0879364013672,3,498,"Arkansas",
-90.1205368041992,35.082202911377,3,499,"Arkansas",
-90.1491775512695,35.082202911377,3,500,"Arkansas",
-90.1778259277344,35.0879364013672,3,501,"Arkansas",
-90.1950149536133,35.082202911377,3,502,"Arkansas",
-90.2064743041992,35.0592842102051,3,503,"Arkansas",
-90.2179336547852,35.0420989990234,3,504,"Arkansas",
